Time (seconds)	TX_1 (S_21 (dB))	TX_2 (S_21 (dB))	TX_3 (S_21 (dB))	TX_4 (S_21 (dB))	TX_5 (S_21 (dB))	TX_6 (S_21 (dB))	TX_7 (S_21 (dB))	TX_8 (S_21 (dB))	
1.9042	-14.9401-0.0228i	-29.1267-0.0617i	-12.0868+0.0141i	-6.7723+0.1967i	-28.3946-0.0614i	-36.3727-0.0630i	-3.3760+1.1565i	-42.1404-0.0632i
1.9062	-15.0104-0.0235i	-29.2040-0.0617i	-12.1083+0.0137i	-6.7951+0.1953i	-28.3929-0.0614i	-36.2221-0.0630i	-3.3634+1.1535i	-42.2024-0.0632i
1.9083	-15.0931-0.0242i	-29.2092-0.0617i	-12.1051+0.0138i	-6.7661+0.1971i	-28.2534-0.0614i	-36.2956-0.0630i	-3.3144+1.1415i	-42.1685-0.0632i
1.9104	-15.0311-0.0237i	-29.0212-0.0617i	-12.1095+0.0137i	-6.7688+0.1969i	-28.2626-0.0614i	-36.1531-0.0630i	-3.3951+1.1610i	-42.1752-0.0632i
1.9125	-15.0918-0.0242i	-29.0373-0.0617i	-12.1312+0.0134i	-6.7497+0.1981i	-28.2314-0.0614i	-36.3011-0.0630i	-3.3651+1.1539i	-41.9576-0.0632i
1.9146	-15.0065-0.0234i	-29.1468-0.0617i	-12.0876+0.0141i	-6.6929+0.2016i	-28.2378-0.0614i	-36.1189-0.0630i	-3.3634+1.1535i	-42.1479-0.0632i
1.9167	-15.1200-0.0245i	-29.0808-0.0617i	-12.1456+0.0131i	-6.7340+0.1991i	-28.1674-0.0613i	-36.3322-0.0630i	-3.3669+1.1543i	-42.0452-0.0632i
1.9187	-15.1018-0.0243i	-29.1642-0.0617i	-12.1361+0.0133i	-6.7470+0.1983i	-28.1633-0.0613i	-36.1652-0.0630i	-3.2802+1.1327i	-42.1485-0.0632i
1.9208	-15.0521-0.0238i	-29.1359-0.0617i	-12.0922+0.0140i	-6.6794+0.2024i	-28.2097-0.0614i	-36.2247-0.0630i	-3.2833+1.1335i	-41.9658-0.0632i
1.9229	-15.0999-0.0243i	-28.9941-0.0617i	-12.0959+0.0140i	-6.6828+0.2022i	-28.1716-0.0613i	-36.1359-0.0630i	-3.2727+1.1308i	-42.0018-0.0632i
1.9250	-15.0519-0.0238i	-28.9995-0.0617i	-12.1035+0.0138i	-6.6599+0.2037i	-28.0935-0.0613i	-35.7833-0.0629i	-3.3067+1.1395i	-41.9727-0.0632i
1.9271	-15.0758-0.0241i	-28.9851-0.0617i	-12.0975+0.0139i	-6.6727+0.2028i	-28.1030-0.0613i	-35.6873-0.0629i	-3.2888+1.1349i	-41.9735-0.0632i
1.9292	-15.0816-0.0241i	-28.9439-0.0617i	-12.0921+0.0140i	-6.6547+0.2040i	-28.1113-0.0613i	-35.4814-0.0629i	-3.2783+1.1322i	-42.1987-0.0632i
1.9312	-15.0438-0.0238i	-28.8951-0.0616i	-12.1179+0.0136i	-6.5985+0.2075i	-28.0025-0.0613i	-35.3364-0.0629i	-3.3807+1.1576i	-41.9283-0.0632i
1.9333	-15.0501-0.0238i	-28.7877-0.0616i	-12.1079+0.0138i	-6.5964+0.2077i	-27.8606-0.0612i	-35.6440-0.0629i	-3.3838+1.1584i	-41.8583-0.0632i
1.9354	-15.1008-0.0243i	-28.7451-0.0616i	-12.1068+0.0138i	-6.5565+0.2102i	-27.8405-0.0612i	-35.4228-0.0629i	-3.3180+1.1424i	-41.9165-0.0632i
1.9375	-15.0991-0.0243i	-28.6255-0.0615i	-12.0930+0.0140i	-6.5473+0.2108i	-27.8239-0.0612i	-35.8700-0.0629i	-3.3451+1.1491i	-41.9039-0.0632i
1.9396	-15.0778-0.0241i	-28.6434-0.0615i	-12.0919+0.0140i	-6.5319+0.2118i	-27.7323-0.0611i	-35.5220-0.0629i	-3.3781+1.1570i	-41.7958-0.0632i
1.9417	-15.0774-0.0241i	-28.5577-0.0615i	-12.1109+0.0137i	-6.4791+0.2152i	-27.5881-0.0611i	-35.8060-0.0629i	-3.4028+1.1628i	-41.9698-0.0632i
1.9438	-15.0939-0.0242i	-28.5926-0.0615i	-12.1358+0.0133i	-6.4635+0.2163i	-27.5253-0.0610i	-35.6325-0.0629i	-3.4259+1.1680i	-41.9131-0.0632i
1.9458	-15.0807-0.0241i	-28.5761-0.0615i	-12.1307+0.0134i	-6.4314+0.2184i	-27.5218-0.0610i	-35.8364-0.0629i	-3.4087+1.1641i	-41.5860-0.0632i
1.9479	-15.0912-0.0242i	-28.5920-0.0615i	-12.1297+0.0134i	-6.4305+0.2184i	-27.4793-0.0610i	-35.6510-0.0629i	-3.4238+1.1676i	-41.6529-0.0632i
1.9500	-15.0794-0.0241i	-28.5449-0.0615i	-12.1216+0.0135i	-6.3995+0.2205i	-27.4458-0.0610i	-35.8266-0.0629i	-3.4369+1.1705i	-41.6128-0.0632i
1.9521	-15.0805-0.0241i	-28.5643-0.0615i	-12.1227+0.0135i	-6.3689+0.2226i	-27.4369-0.0610i	-35.7076-0.0629i	-3.4231+1.1674i	-41.6344-0.0632i
1.9542	-15.0696-0.0240i	-28.6329-0.0615i	-12.1098+0.0137i	-6.2913+0.2279i	-27.3200-0.0609i	-35.9094-0.0629i	-3.4823+1.1805i	-41.6531-0.0632i
1.9563	-15.0931-0.0242i	-28.5720-0.0615i	-12.1041+0.0138i	-6.2887+0.2281i	-27.3350-0.0609i	-35.8163-0.0629i	-3.4764+1.1792i	-41.5953-0.0632i
1.9583	-15.0657-0.0240i	-28.4552-0.0615i	-12.1125+0.0137i	-6.2207+0.2328i	-27.3197-0.0609i	-35.7620-0.0629i	-3.5332+1.1912i	-41.4937-0.0632i
1.9604	-15.0607-0.0239i	-28.5014-0.0615i	-12.0936+0.0140i	-6.2001+0.2342i	-27.2683-0.0609i	-35.7080-0.0629i	-3.5309+1.1907i	-41.5578-0.0632i
1.9625	-15.0695-0.0240i	-28.4010-0.0614i	-12.1148+0.0136i	-6.1595+0.2371i	-27.2699-0.0609i	-35.7527-0.0629i	-3.5693+1.1986i	-41.5369-0.0632i
1.9646	-15.0777-0.0241i	-28.3852-0.0614i	-12.1248+0.0135i	-6.1356+0.2389i	-27.1892-0.0608i	-35.6911-0.0629i	-3.6095+1.2065i	-41.5302-0.0632i
1.9667	-15.0088-0.0235i	-28.3619-0.0614i	-12.1162+0.0136i	-6.1009+0.2414i	-27.1628-0.0608i	-36.2204-0.0630i	-3.7116+1.2258i	-41.3546-0.0632i
1.9688	-15.0507-0.0238i	-28.2910-0.0614i	-12.1392+0.0132i	-6.0504+0.2451i	-27.0684-0.0608i	-36.0711-0.0630i	-3.7713+1.2364i	-41.1835-0.0632i
1.9708	-15.1922-0.0251i	-28.4577-0.0615i	-12.1854+0.0124i	-6.0658+0.2439i	-26.9931-0.0607i	-36.2932-0.0630i	-3.7160+1.2266i	-41.2999-0.0632i
1.9729	-15.1074-0.0243i	-28.3741-0.0614i	-12.1669+0.0127i	-6.0010+0.2487i	-26.9368-0.0607i	-36.2706-0.0630i	-3.8211+1.2451i	-41.1238-0.0632i
1.9750	-15.2763-0.0258i	-28.3823-0.0614i	-12.2245+0.0117i	-6.0244+0.2470i	-26.8377-0.0606i	-36.3529-0.0630i	-3.7943+1.2405i	-41.0998-0.0632i
1.9771	-15.1920-0.0251i	-28.3554-0.0614i	-12.2117+0.0120i	-5.9204+0.2548i	-26.7718-0.0606i	-36.3687-0.0630i	-3.8948+1.2573i	-41.1237-0.0632i
1.9792	-15.3184-0.0262i	-28.2867-0.0614i	-12.2775+0.0108i	-5.9334+0.2538i	-26.6740-0.0605i	-36.4364-0.0630i	-3.9564+1.2672i	-40.8745-0.0632i
1.9812	-15.2753-0.0258i	-28.2975-0.0614i	-12.2839+0.0107i	-5.9192+0.2549i	-26.5922-0.0605i	-36.4331-0.0630i	-4.0386+1.2799i	-40.7920-0.0632i
1.9833	-15.3796-0.0267i	-28.2152-0.0614i	-12.3266+0.0100i	-5.9394+0.2534i	-26.5913-0.0605i	-36.4777-0.0630i	-4.0489+1.2815i	-40.6842-0.0632i
1.9854	-15.3347-0.0263i	-28.2607-0.0614i	-12.3467+0.0097i	-5.9446+0.2530i	-26.5059-0.0604i	-36.4184-0.0630i	-4.1362+1.2943i	-40.6684-0.0632i
1.9875	-15.4373-0.0272i	-28.1961-0.0613i	-12.3896+0.0090i	-5.9462+0.2529i	-26.3718-0.0603i	-36.4814-0.0630i	-4.1340+1.2940i	-40.4197-0.0632i
1.9896	-15.3821-0.0267i	-28.1909-0.0613i	-12.3960+0.0089i	-5.9169+0.2551i	-26.3349-0.0603i	-36.4237-0.0630i	-4.2396+1.3088i	-40.3410-0.0632i
1.9917	-15.4493-0.0273i	-28.1520-0.0613i	-12.4331+0.0083i	-5.9432+0.2531i	-26.2223-0.0602i	-36.4016-0.0630i	-4.3020+1.3173i	-40.0886-0.0632i
1.9937	-15.3974-0.0268i	-28.1784-0.0613i	-12.4266+0.0084i	-5.9379+0.2535i	-26.2322-0.0602i	-36.3465-0.0630i	-4.3536+1.3241i	-40.1342-0.0632i
1.9958	-15.4677-0.0274i	-28.1829-0.0613i	-12.4584+0.0079i	-5.9780+0.2505i	-26.1230-0.0602i	-36.3469-0.0630i	-4.3624+1.3252i	-39.9532-0.0631i
1.9979	-15.4177-0.0270i	-28.1708-0.0613i	-12.4799+0.0075i	-5.9880+0.2497i	-26.0820-0.0601i	-36.3267-0.0630i	-4.3816+1.3277i	-39.9930-0.0631i
2.0000	-15.4790-0.0275i	-28.1770-0.0613i	-12.5290+0.0067i	-6.0143+0.2477i	-26.0038-0.0601i	-36.2811-0.0630i	-4.4721+1.3391i	-39.6676-0.0631i
2.0021	-15.4763-0.0275i	-28.2646-0.0614i	-12.6171+0.0053i	-6.1127+0.2405i	-25.9796-0.0601i	-36.2841-0.0630i	-4.5817+1.3525i	-39.4830-0.0631i
2.0042	-15.5424-0.0280i	-28.2668-0.0614i	-12.6386+0.0050i	-6.1355+0.2389i	-25.9462-0.0600i	-36.3182-0.0630i	-4.5541+1.3492i	-39.3984-0.0631i
2.0063	-15.3770-0.0267i	-28.2348-0.0614i	-12.5770+0.0060i	-6.0659+0.2439i	-25.8737-0.0600i	-36.2447-0.0630i	-4.6733+1.3631i	-39.4986-0.0631i
2.0083	-15.4483-0.0273i	-28.2361-0.0614i	-12.6344+0.0051i	-6.1047+0.2411i	-25.8084-0.0599i	-36.0311-0.0630i	-4.7695+1.3740i	-39.0421-0.0631i
2.0104	-15.4777-0.0275i	-28.2372-0.0614i	-12.6921+0.0042i	-6.1406+0.2385i	-25.7110-0.0599i	-36.1169-0.0630i	-4.8235+1.3799i	-39.0194-0.0631i
2.0125	-15.4596-0.0273i	-28.2069-0.0614i	-12.7004+0.0041i	-6.1533+0.2376i	-25.4921-0.0597i	-35.9189-0.0629i	-4.9758+1.3959i	-38.5201-0.0631i
2.0146	-15.5710-0.0283i	-28.2341-0.0614i	-12.7658+0.0031i	-6.1066+0.2409i	-25.4304-0.0596i	-35.9866-0.0630i	-5.0607+1.4045i	-38.3921-0.0631i
2.0167	-15.5100-0.0278i	-28.1707-0.0613i	-12.7778+0.0029i	-6.1144+0.2404i	-25.3393-0.0596i	-35.7776-0.0629i	-5.2075+1.4188i	-38.0462-0.0631i
2.0187	-15.5207-0.0278i	-28.2407-0.0614i	-12.7998+0.0026i	-6.2353+0.2318i	-25.2601-0.0595i	-35.9960-0.0630i	-5.2813+1.4258i	-37.7669-0.0631i
2.0208	-15.4476-0.0273i	-28.1630-0.0613i	-12.8292+0.0021i	-6.1707+0.2363i	-25.2078-0.0594i	-35.9938-0.0630i	-5.4239+1.4387i	-37.5492-0.0631i
2.0229	-15.5077-0.0277i	-28.0805-0.0613i	-12.8038+0.0025i	-6.0416+0.2457i	-25.1346-0.0594i	-36.1883-0.0630i	-5.4999+1.4454i	-37.7584-0.0631i
2.0250	-15.3383-0.0263i	-28.2717-0.0614i	-12.8054+0.0025i	-6.0453+0.2454i	-25.0137-0.0593i	-36.1474-0.0630i	-5.7588+1.4669i	-37.0583-0.0630i
2.0271	-15.4346-0.0271i	-28.3303-0.0614i	-12.7933+0.0027i	-5.9904+0.2495i	-24.9452-0.0592i	-36.4242-0.0630i	-5.7813+1.4687i	-37.2674-0.0630i
2.0292	-15.0550-0.0239i	-28.0500-0.0613i	-12.7466+0.0034i	-5.9300+0.2541i	-24.9220-0.0592i	-36.1108-0.0630i	-6.0201+1.4871i	-36.8707-0.0630i
2.0312	-15.1370-0.0246i	-28.1876-0.0613i	-12.7689+0.0030i	-5.9522+0.2524i	-24.7528-0.0590i	-36.3754-0.0630i	-6.1273+1.4950i	-36.8902-0.0630i
2.0333	-14.9486-0.0229i	-28.1203-0.0613i	-12.7528+0.0033i	-5.8876+0.2573i	-24.7139-0.0590i	-36.1553-0.0630i	-6.5246+1.5222i	-36.3192-0.0630i
2.0354	-15.0159-0.0235i	-28.1317-0.0613i	-12.7128+0.0039i	-5.8081+0.2636i	-24.6289-0.0589i	-36.6269-0.0630i	-6.5208+1.5219i	-36.3678-0.0630i
2.0375	-14.8033-0.0215i	-28.1630-0.0613i	-12.6705+0.0045i	-5.7542+0.2679i	-24.6436-0.0589i	-36.5958-0.0630i	-6.8568+1.5428i	-35.8890-0.0629i
2.0396	-14.8481-0.0220i	-28.1006-0.0613i	-12.6713+0.0045i	-5.6490+0.2764i	-24.3908-0.0586i	-37.2488-0.0630i	-7.0838+1.5559i	-35.7708-0.0629i
2.0417	-14.6609-0.0202i	-28.1048-0.0613i	-12.5884+0.0058i	-5.5859+0.2817i	-24.4493-0.0587i	-36.3022-0.0630i	-7.4225+1.5741i	-35.4064-0.0629i
2.0438	-14.7630-0.0212i	-27.9107-0.0612i	-12.6447+0.0049i	-5.5811+0.2821i	-24.2969-0.0585i	-35.8518-0.0629i	-7.5564+1.5809i	-35.2370-0.0629i
2.0458	-14.6045-0.0196i	-28.0260-0.0613i	-12.5960+0.0057i	-5.4480+0.2936i	-24.3349-0.0586i	-35.1008-0.0629i	-7.9381+1.5991i	-34.8478-0.0629i
2.0479	-14.6009-0.0196i	-28.0026-0.0613i	-12.5780+0.0060i	-5.4258+0.2956i	-24.1939-0.0584i	-34.5918-0.0628i	-8.1842+1.6100i	-34.6801-0.0628i
2.0500	-14.5215-0.0188i	-28.0701-0.0613i	-12.5154+0.0070i	-5.3213+0.3050i	-24.2176-0.0585i	-33.9833-0.0628i	-8.3518+1.6170i	-34.5951-0.0628i
2.0521	-14.5024-0.0186i	-28.0628-0.0613i	-12.4914+0.0073i	-5.2238+0.3140i	-24.0622-0.0583i	-33.4941-0.0627i	-8.5925+1.6267i	-34.4102-0.0628i
2.0542	-14.4937-0.0185i	-28.0951-0.0613i	-12.4704+0.0077i	-5.1668+0.3195i	-24.0442-0.0583i	-32.9698-0.0626i	-8.9335+1.6395i	-33.8086-0.0627i
2.0562	-14.4382-0.0179i	-28.1204-0.0613i	-12.4092+0.0087i	-5.0865+0.3273i	-23.9554-0.0582i	-32.4993-0.0626i	-9.1764+1.6480i	-33.7976-0.0627i
2.0583	-14.4137-0.0177i	-27.9982-0.0613i	-12.3948+0.0089i	-5.0059+0.3354i	-24.0749-0.0583i	-32.0291-0.0625i	-9.5324+1.6596i	-33.3941-0.0627i
2.0604	-14.3576-0.0171i	-28.0270-0.0613i	-12.3313+0.0099i	-4.9269+0.3436i	-23.9465-0.0581i	-31.5793-0.0624i	-9.6747+1.6640i	-33.1866-0.0627i
2.0625	-14.4104-0.0176i	-27.9565-0.0612i	-12.3416+0.0098i	-4.8549+0.3512i	-24.0337-0.0582i	-31.1576-0.0623i	-9.9131+1.6710i	-32.9774-0.0626i
2.0646	-14.3028-0.0165i	-27.9095-0.0612i	-12.3016+0.0104i	-4.7486+0.3628i	-23.9218-0.0581i	-30.7277-0.0622i	-10.3404+1.6827i	-32.8342-0.0626i
2.0667	-14.3373-0.0169i	-27.8920-0.0612i	-12.2804+0.0108i	-4.6736+0.3713i	-23.9664-0.0582i	-30.3285-0.0621i	-10.5418+1.6878i	-32.5558-0.0626i
2.0688	-14.2382-0.0158i	-27.7732-0.0611i	-12.2317+0.0116i	-4.6097+0.3787i	-23.9252-0.0581i	-29.9341-0.0620i	-10.9140+1.6967i	-32.3770-0.0625i
2.0708	-14.2672-0.0161i	-27.7677-0.0611i	-12.2332+0.0116i	-4.5610+0.3844i	-23.9528-0.0582i	-29.5905-0.0619i	-11.0267+1.6993i	-32.3973-0.0625i
2.0729	-14.2294-0.0157i	-27.6727-0.0611i	-12.2403+0.0115i	-4.5051+0.3912i	-23.8557-0.0580i	-29.2796-0.0618i	-11.3217+1.7056i	-32.1137-0.0625i
2.0750	-14.2210-0.0156i	-27.6356-0.0611i	-12.2272+0.0117i	-4.4346+0.4000i	-23.8135-0.0580i	-28.9500-0.0617i	-11.5072+1.7094i	-32.1044-0.0625i
2.0771	-14.1576-0.0149i	-27.5302-0.0610i	-12.2151+0.0119i	-4.3698+0.4082i	-23.7784-0.0579i	-28.6556-0.0615i	-11.8159+1.7154i	-31.8445-0.0624i
2.0792	-14.1525-0.0149i	-27.5061-0.0610i	-12.2122+0.0120i	-4.3343+0.4129i	-23.6947-0.0578i	-28.3820-0.0614i	-11.8241+1.7155i	-31.8261-0.0624i
2.0812	-14.1084-0.0144i	-27.3995-0.0610i	-12.2107+0.0120i	-4.2975+0.4178i	-23.6583-0.0578i	-28.1058-0.0613i	-12.1680+1.7217i	-31.7371-0.0624i
2.0833	-14.1087-0.0144i	-27.3447-0.0609i	-12.1934+0.0123i	-4.2642+0.4222i	-23.5385-0.0576i	-27.8539-0.0612i	-12.2052+1.7224i	-31.6816-0.0624i
2.0854	-14.0805-0.0141i	-27.2911-0.0609i	-12.2045+0.0121i	-4.2782+0.4204i	-23.5088-0.0576i	-27.6344-0.0611i	-12.3053+1.7240i	-31.6944-0.0624i
2.0875	-14.0711-0.0140i	-27.2528-0.0609i	-12.1717+0.0126i	-4.2564+0.4233i	-23.3625-0.0574i	-27.3913-0.0610i	-12.3013+1.7240i	-31.6474-0.0624i
2.0896	-14.1278-0.0146i	-27.2433-0.0609i	-12.2392+0.0115i	-4.3648+0.4089i	-23.3424-0.0574i	-27.2338-0.0609i	-12.1806+1.7219i	-31.6508-0.0624i
2.0917	-14.0084-0.0133i	-27.1497-0.0608i	-12.1804+0.0125i	-4.3118+0.4159i	-23.2151-0.0572i	-26.9921-0.0607i	-12.3638+1.7250i	-31.5573-0.0624i
2.0938	-13.9645-0.0128i	-27.0985-0.0608i	-12.1637+0.0128i	-4.3417+0.4119i	-23.1526-0.0571i	-26.8169-0.0606i	-12.4195+1.7259i	-31.6393-0.0624i
2.0958	-14.1002-0.0143i	-27.0722-0.0608i	-12.2063+0.0121i	-4.4133+0.4027i	-23.1304-0.0571i	-26.6804-0.0605i	-12.3310+1.7245i	-31.4941-0.0624i
2.0979	-14.0725-0.0140i	-27.0247-0.0607i	-12.2548+0.0112i	-4.4838+0.3938i	-23.0383-0.0570i	-26.5491-0.0605i	-12.4055+1.7257i	-31.5414-0.0624i
2.1000	-14.2143-0.0156i	-27.0171-0.0607i	-12.3283+0.0100i	-4.5963+0.3803i	-23.0166-0.0569i	-26.4598-0.0604i	-11.9328+1.7176i	-31.4857-0.0624i
2.1021	-14.2495-0.0159i	-26.9956-0.0607i	-12.3597+0.0095i	-4.6454+0.3745i	-22.9316-0.0568i	-26.3496-0.0603i	-11.6618+1.7125i	-31.5301-0.0624i
2.1042	-14.3132-0.0166i	-26.9695-0.0607i	-12.3842+0.0091i	-4.7213+0.3658i	-22.9056-0.0568i	-26.2767-0.0603i	-11.2838+1.7048i	-31.4123-0.0624i
2.1063	-14.2781-0.0162i	-27.0429-0.0608i	-12.3498+0.0096i	-4.7050+0.3677i	-22.8921-0.0567i	-26.1106-0.0602i	-11.3931+1.7071i	-31.5354-0.0624i
2.1083	-14.1938-0.0153i	-26.9828-0.0607i	-12.3259+0.0100i	-4.6821+0.3703i	-22.8577-0.0567i	-25.9741-0.0601i	-11.5067+1.7094i	-31.4067-0.0624i
2.1104	-14.1586-0.0149i	-27.0615-0.0608i	-12.2857+0.0107i	-4.6759+0.3710i	-22.8649-0.0567i	-25.8249-0.0599i	-11.7008+1.7132i	-31.5594-0.0624i
2.1125	-14.0776-0.0140i	-27.0289-0.0608i	-12.2391+0.0115i	-4.6631+0.3725i	-22.9036-0.0568i	-25.6833-0.0598i	-11.9522+1.7179i	-31.4358-0.0624i
2.1146	-14.0917-0.0142i	-27.0807-0.0608i	-12.2791+0.0108i	-4.7285+0.3650i	-22.8351-0.0566i	-25.5965-0.0598i	-11.8858+1.7167i	-31.5083-0.0624i
2.1167	-14.0781-0.0141i	-27.0826-0.0608i	-12.3000+0.0105i	-4.8025+0.3568i	-22.8359-0.0567i	-25.5297-0.0597i	-11.6461+1.7122i	-31.3581-0.0623i
2.1187	-14.1444-0.0148i	-27.1489-0.0608i	-12.1898+0.0123i	-4.7157+0.3665i	-22.8167-0.0566i	-25.4809-0.0597i	-11.2873+1.7049i	-31.5924-0.0624i
2.1208	-14.0396-0.0136i	-27.1113-0.0608i	-11.9702+0.0162i	-4.4604+0.3967i	-22.8747-0.0567i	-25.3400-0.0596i	-11.8016+1.7151i	-31.3340-0.0623i
2.1229	-14.0455-0.0137i	-27.2148-0.0609i	-11.8439+0.0185i	-4.3376+0.4124i	-22.8326-0.0566i	-25.2800-0.0595i	-11.7123+1.7134i	-31.4384-0.0624i
2.1250	-14.0117-0.0133i	-27.2260-0.0609i	-11.7415+0.0204i	-4.1898+0.4325i	-22.8492-0.0567i	-25.2317-0.0595i	-11.2792+1.7047i	-31.3950-0.0624i
2.1271	-14.0060-0.0132i	-27.2659-0.0609i	-11.6089+0.0230i	-4.0726+0.4494i	-22.8328-0.0566i	-25.1697-0.0594i	-11.0937+1.7008i	-31.4944-0.0624i
2.1292	-14.0090-0.0133i	-27.3155-0.0609i	-11.4595+0.0260i	-3.9357+0.4705i	-22.8970-0.0567i	-25.1117-0.0594i	-10.9969+1.6986i	-31.3239-0.0623i
2.1313	-13.8160-0.0110i	-27.3030-0.0609i	-11.2084+0.0312i	-3.7344+0.5045i	-22.8374-0.0567i	-25.0137-0.0593i	-11.6739+1.7127i	-31.5168-0.0624i
2.1333	-13.6766-0.0093i	-27.2590-0.0609i	-10.9419+0.0371i	-3.5293+0.5440i	-22.8066-0.0566i	-24.9352-0.0592i	-12.2273+1.7227i	-31.5303-0.0624i
2.1354	-13.4949-0.0071i	-27.2577-0.0609i	-10.6783+0.0432i	-3.3576+0.5823i	-22.8130-0.0566i	-24.8366-0.0591i	-12.9345+1.7339i	-31.7482-0.0624i
2.1375	-13.3347-0.0050i	-27.2876-0.0609i	-10.4511+0.0489i	-3.1982+0.6242i	-22.8304-0.0566i	-24.7475-0.0590i	-13.5732+1.7425i	-31.7161-0.0624i
2.1396	-13.4453-0.0064i	-27.2552-0.0609i	-10.4440+0.0491i	-3.1865+0.6276i	-22.8025-0.0566i	-24.8027-0.0591i	-12.6849+1.7301i	-31.6751-0.0624i
2.1417	-13.1880-0.0030i	-27.2001-0.0608i	-10.1420+0.0570i	-3.0045+0.6896i	-22.7605-0.0565i	-24.7021-0.0590i	-13.5526+1.7422i	-31.7174-0.0624i
2.1437	-13.3766-0.0055i	-27.2722-0.0609i	-10.2310+0.0546i	-3.0298+0.6796i	-22.7220-0.0565i	-24.8022-0.0591i	-12.3252+1.7244i	-31.5070-0.0624i
2.1458	-13.2035-0.0032i	-27.2026-0.0608i	-9.9589+0.0621i	-2.9132+0.7318i	-22.7313-0.0565i	-24.7225-0.0590i	-13.1925+1.7375i	-31.5291-0.0624i
2.1479	-13.3110-0.0047i	-27.2121-0.0609i	-9.9976+0.0610i	-2.9090+0.7341i	-22.6697-0.0564i	-24.8037-0.0591i	-11.9666+1.7182i	-31.4739-0.0624i
2.1500	-13.2126-0.0033i	-27.1840-0.0608i	-9.7677+0.0677i	-2.8382+0.7814i	-22.6915-0.0564i	-24.7645-0.0590i	-12.6255+1.7292i	-31.5382-0.0624i
2.1521	-13.2904-0.0044i	-27.2262-0.0609i	-9.7880+0.0671i	-2.8298+0.7890i	-22.6162-0.0563i	-24.8387-0.0591i	-11.3015+1.7052i	-31.4394-0.0624i
2.1542	-13.1695-0.0027i	-27.1431-0.0608i	-9.6072+0.0725i	-2.7968+0.8319i	-22.6596-0.0564i	-24.8097-0.0591i	-10.9630+1.6978i	-31.4212-0.0624i
2.1562	-13.1148-0.0020i	-27.1253-0.0608i	-9.4969+0.0760i	-2.7888+0.8593i	-22.6409-0.0563i	-24.8250-0.0591i	-11.2095+1.7033i	-31.4064-0.0624i
2.1583	-13.1984-0.0031i	-27.1075-0.0608i	-9.4465+0.0776i	-2.7899+0.8822i	-22.6637-0.0564i	-24.9020-0.0592i	-11.1161+1.7012i	-31.4212-0.0624i
2.1604	-13.0759-0.0014i	-27.0773-0.0608i	-9.3081+0.0821i	-2.8043+0.9158i	-22.5994-0.0563i	-24.9254-0.0592i	-11.3185+1.7056i	-31.5397-0.0624i
2.1625	-13.1162-0.0020i	-27.0152-0.0607i	-9.1692+0.0867i	-2.8258+0.9415i	-22.5677-0.0562i	-25.0053-0.0593i	-10.8364+1.6949i	-31.5356-0.0624i
2.1646	-13.0131-0.0006i	-27.0676-0.0608i	-9.0559+0.0906i	-2.8654+0.9737i	-22.5105-0.0561i	-25.0513-0.0593i	-11.0116+1.6989i	-31.6428-0.0624i
2.1667	-12.9806-0.0001i	-26.9683-0.0607i	-8.9139+0.0957i	-2.9184+1.0054i	-22.5265-0.0562i	-25.1421-0.0594i	-10.0500+1.6749i	-31.6278-0.0624i
2.1688	-12.8855+0.0013i	-26.9557-0.0607i	-8.7958+0.1000i	-2.9816+1.0353i	-22.4773-0.0561i	-25.1937-0.0594i	-10.5233+1.6874i	-31.5324-0.0624i
2.1708	-12.8728+0.0015i	-26.8936-0.0607i	-8.6847+0.1042i	-3.0532+1.0635i	-22.4318-0.0560i	-25.2930-0.0595i	-9.8747+1.6699i	-31.5499-0.0624i
2.1729	-12.7658+0.0031i	-26.8877-0.0607i	-8.5565+0.1092i	-3.1428+1.0936i	-22.3984-0.0560i	-25.3748-0.0596i	-9.9740+1.6727i	-31.6155-0.0624i
2.1750	-12.7395+0.0035i	-26.7916-0.0606i	-8.3988+0.1155i	-3.2524+1.1254i	-22.4654-0.0561i	-25.4747-0.0597i	-9.1901+1.6484i	-31.7791-0.0624i
2.1771	-12.6320+0.0051i	-26.8184-0.0606i	-8.2802+0.1204i	-3.3635+1.1535i	-22.4221-0.0560i	-25.5666-0.0597i	-10.5046+1.6869i	-31.8822-0.0624i
2.1792	-12.5795+0.0059i	-26.7806-0.0606i	-8.1561+0.1257i	-3.4969+1.1836i	-22.4567-0.0560i	-25.6960-0.0598i	-9.5673+1.6607i	-31.5183-0.0624i
2.1812	-12.6852+0.0043i	-26.8550-0.0606i	-8.2108+0.1233i	-3.4520+1.1739i	-22.4552-0.0560i	-25.9162-0.0600i	-6.0831+1.4918i	-31.8937-0.0625i
2.1833	-12.6204+0.0053i	-26.7339-0.0606i	-8.0258+0.1314i	-3.5928+1.2032i	-22.4892-0.0561i	-26.0348-0.0601i	-6.6580+1.5307i	-31.6802-0.0624i
2.1854	-12.7046+0.0040i	-26.7949-0.0606i	-8.0985+0.1282i	-3.5590+1.1965i	-22.4461-0.0560i	-26.2866-0.0603i	-3.2531+1.1255i	-31.5934-0.0624i
2.1875	-12.6792+0.0044i	-26.7638-0.0606i	-8.0051+0.1323i	-3.6749+1.2190i	-22.4857-0.0561i	-26.4617-0.0604i	-2.8241+0.9398i	-31.5364-0.0624i
